fecha,turistas,pernoctaciones,duracion_media_de_los_viajes,zona
            2021M09,8777,44555,5,"Rioja, la"
            2021M08,10378,59572,5,"Rioja, la"
            2021M07,6498,31507,4,"Rioja, la"
            2021M06,4271,16690,3,"Rioja, la"
            2021M05,2707,9679,3,"Rioja, la"
            2021M04,2393,10140,4,"Rioja, la"
            2021M03,2273,8602,3,"Rioja, la"
            2021M02,1714,5711,3,"Rioja, la"
            2021M01,2160,9040,4,"Rioja, la"
            2020M12,2084,11883,5,"Rioja, la"
            2020M11,1439,8435,5,"Rioja, la"
            2020M10,2649,13172,5,"Rioja, la"
            2020M09,3811,17220,4,"Rioja, la"
            2020M08,5260,34904,6,"Rioja, la"
            2020M07,4355,21535,4,"Rioja, la"
            2020M06,1243,4897,3,"Rioja, la"
            2020M05,949,4503,4,"Rioja, la"
            2020M04,717,4003,5,"Rioja, la"
            2020M03,3283,18471,5,"Rioja, la"
            2020M02,6892,34136,5,"Rioja, la"
            2020M01,7311,44384,6,"Rioja, la"
            2019M12,10163,52236,5,"Rioja, la"
            2019M11,6977,35884,5,"Rioja, la"
            2019M10,7820,42741,5,"Rioja, la"
            2019M09,12997,76049,5,"Rioja, la"
            2019M08,15094,123246,8,"Rioja, la"
            2019M07,11148,70072,6,"Rioja, la"
            2022M07,2444460,11692976,4,Total nacional
            2022M06,2057914,7909347,3,Total nacional
            2022M05,1770784,6296486,3,Total nacional
            2022M04,1971044,8028208,4,Total nacional
            2022M03,1580266,5704901,3,Total nacional
            2022M02,1195573,4163753,3,Total nacional
            2022M01,1415253,6335847,4,Total nacional
            2021M12,1784193,7511871,4,Total nacional
            2021M11,1547843,5608176,3,Total nacional
            2021M10,1780003,6755149,3,Total nacional
            2021M09,1713555,7505163,4,Total nacional
            2021M08,2153162,11779878,5,Total nacional
            2021M07,1438001,6218466,4,Total nacional
            2021M06,1060179,3734542,3,Total nacional
            2021M05,863715,2751290,3,Total nacional
            2021M04,630021,2357499,3,Total nacional
            2021M03,606469,2086374,3,Total nacional
            2021M02,410664,1393628,3,Total nacional
            2021M01,490048,1988175,4,Total nacional
            2020M12,545320,2796814,5,Total nacional
            2020M11,439326,2031432,4,Total nacional
            2020M10,792761,3409962,4,Total nacional
            2020M09,855857,3565243,4,Total nacional
            2020M08,1209192,7880189,6,Total nacional
            2020M07,917143,4594690,5,Total nacional
            2020M06,314791,1223584,3,Total nacional
            2020M05,230541,949785,4,Total nacional
            2020M04,142590,686166,4,Total nacional
            2020M03,889357,4217401,4,Total nacional
            2020M02,1684123,7174586,4,Total nacional
            2020M01,1967427,10114485,5,Total nacional
            2019M12,2337724,10762849,4,Total nacional
            2019M11,1743171,7495531,4,Total nacional
            2019M10,1797819,8472593,4,Total nacional
            2019M09,2432315,13005660,5,Total nacional
            2019M08,3076317,22760051,7,Total nacional
            2019M07,2195973,12421257,5,Total nacional
