fecha,turistas,pernoctaciones,duracion_media_de_los_viajes,zona
            2020M03,18486,231626,12,Melilla
            2020M02,22669,214960,9,Melilla
            2020M01,26780,251793,9,Melilla
            2019M12,25756,261056,10,Melilla
            2019M11,25931,245463,9,Melilla
            2019M10,26879,246399,9,Melilla
            2019M09,31732,168281,5,Melilla
            2019M08,48410,269147,5,Melilla
            2019M07,29620,140496,4,Melilla
            2022M07,16066,78935,4,Ceuta
            2022M06,11722,68363,5,Ceuta
            2022M05,9873,53225,5,Ceuta
            2022M04,7271,43314,6,Ceuta
            2022M03,5617,39114,7,Ceuta
            2022M02,4826,34366,7,Ceuta
            2022M01,5446,40450,7,Ceuta
            2021M12,5481,32285,5,Ceuta
            2021M11,7219,35668,4,Ceuta
            2021M10,7271,47424,6,Ceuta
            2021M09,7827,47900,6,Ceuta
            2021M08,9842,60737,6,Ceuta
            2021M07,8723,55253,6,Ceuta
            2021M06,9453,67355,7,Ceuta
            2021M05,10636,45579,4,Ceuta
            2021M04,6175,33084,5,Ceuta
            2021M03,6886,39744,5,Ceuta
            2021M02,6101,36901,6,Ceuta
            2021M01,6364,27245,4,Ceuta
            2020M12,7168,62115,8,Ceuta
            2020M11,6581,48274,7,Ceuta
            2020M10,8477,84013,9,Ceuta
            2020M09,8830,67085,7,Ceuta
            2020M08,11177,95824,8,Ceuta
            2020M07,9697,89112,9,Ceuta
            2020M06,8630,50490,5,Ceuta
            2020M05,9074,67575,7,Ceuta
            2020M04,8026,58529,7,Ceuta
            2020M03,19176,205137,10,Ceuta
            2020M02,21072,166199,7,Ceuta
            2020M01,25768,224707,8,Ceuta
            2019M12,26498,240392,9,Ceuta
            2019M11,27824,239505,8,Ceuta
            2019M10,28162,220157,7,Ceuta
            2019M09,27533,145466,5,Ceuta
            2019M08,45908,210784,4,Ceuta
            2019M07,28421,130906,4,Ceuta
            2022M07,9183477,65117360,7,Total nacional
            2022M06,7659444,54880436,7,Total nacional
            2022M05,7387711,51200276,6,Total nacional
            2022M04,6416414,45879856,7,Total nacional
            2022M03,4593857,36904917,8,Total nacional
            2022M02,3502426,28237104,8,Total nacional
            2022M01,3316759,29230514,8,Total nacional
            2021M12,3268067,27549883,8,Total nacional
            2021M11,4177052,30691687,7,Total nacional
            2021M10,5331965,39650842,7,Total nacional
            2021M09,5019148,38028312,7,Total nacional
            2021M08,6255522,52033159,8,Total nacional
            2021M07,4773920,36874476,7,Total nacional
            2021M06,2901926,22876217,7,Total nacional
            2021M05,2241134,17911224,8,Total nacional
            2021M04,1756599,15907153,9,Total nacional
            2021M03,1622226,15195034,9,Total nacional
            2021M02,1351179,12415083,9,Total nacional
            2021M01,1517253,11508289,7,Total nacional
            2020M12,1911457,25018555,13,Total nacional
            2020M11,1678163,20520057,12,Total nacional
            2020M10,2125311,26393143,12,Total nacional
            2020M09,2314643,24029064,10,Total nacional
            2020M08,4011671,42899031,10,Total nacional
            2020M07,3245631,30356603,9,Total nacional
            2020M06,1325460,9972450,7,Total nacional
            2020M05,1059582,13308423,12,Total nacional
            2020M04,922171,12591912,13,Total nacional
            2020M03,3485313,39894646,11,Total nacional
            2020M02,4603235,35037620,7,Total nacional
            2020M01,4786480,40901002,8,Total nacional
            2019M12,4457795,38530453,8,Total nacional
            2019M11,5141629,41313131,8,Total nacional
            2019M10,7570293,55092885,7,Total nacional
            2019M09,8434136,57759874,6,Total nacional
            2019M08,11125931,88718006,8,Total nacional
            2019M07,9265740,57808472,6,Total nacional
